Details;Sampleno;Sampling year;Grain size micron;Longitude;Latitude;Elevation;Coordinate method;Collector;Treatmentyears;Laboratorynames;SiO2 wt%;TiO2 wt%;Al2O3 wt%;Fe2O3t wt%;Fe2O3 wt%;MnO wt%;MgO wt%;CaO wt%;Na2O wt%;K2O wt%;P2O5 wt%;Sum wt%;L.o.i. wt%;FeO wt%;Ag ppm;Al %;As ppm;Ba ppm;Be ppm;Bi ppm;Ca %;Cd ppm;Co ppm;Cr ppm;Cu ppm;Fe %;Hf ppm;K %;Li ppm;Mg %;Mn ppm;Mo ppm;Na %;Nb ppm;Ni ppm;P %;Pb ppm;Rb ppm;S %;Sb ppm;Sn ppm;Sr ppm;Ta ppm;Th ppm;Ti %;U ppb;V ppm;W ppm;Zn ppm;Zr ppm;Sc ppm;Y ppm;La ppm;Ce ppm;Au ppb;Br ppm;Cs ppm;Hg ppm;Ir ppb;Se ppm;U ppm;Nd ppm;Sm ppm;Eu ppm;Tb ppm;Yb ppm;Lu ppm;Pd ppb;Pt ppb;Ga ppm;Ge ppm;In ppm;Tl ppm;Pr ppm;Gd ppm;Dy ppm;Ho ppm;Er ppm;Tm ppm;Mn %;S ppm;Au ppm;Ir ppm;Sn %;Sr %;B ppm;Pd ppm;Pt ppm;Re ppm;Te ppm;Si %;Fe ppm;Cl %;geo_magnetic_anomaly nT;geo_heat_flow mW/m2;geo_depth_to_moho km
Link;270640;1978;0-100;-32.155556;82.437225;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.6173149332982937;-0.3142582613977364;0.9772662124272927;0.5998830720736879;;-1.3010299956639813;0.7379873263334308;1.1922886125681202;-0.16749108729376366;0.3242824552976926;-0.958607314841775;2.0026627315311365;1.3271545124094315;;;;0.9542425094393249;2.4608978427565478;0.3010299956639812;;1.1126050015345745;;1.1139433523068367;1.724275869600789;1.0413926851582251;0.4487063199050799;0.505149978319906;0.4586378490256493;;;2.564073978977147;1.0;;1.1760912590556813;1.5314789170422551;;1.5314789170422551;2.0;-1.408935392973501;-0.09691001300805639;;1.845098040014257;;0.9138138523837167;-0.5016894462103995;;1.845098040014257;;1.806179973983887;2.100370545117563;0.9395192526186185;1.3010299956639813;1.414973347970818;1.7634279935629373;;1.1139433523068367;0.6020599913279624;;;;0.2787536009528289;1.3010299956639813;0.6434526764861874;0.0;;0.3010299956639812;-0.4814860601221125;;;0.17609125905568124;;;;;;;;;;;;;;;;;;;;;;;;134.5273895263672;41.694217;35.7
Link;270641;1978;0-75;-32.148056;82.4375;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.5803546611065916;;;;1.1613680022349748;0.6026025204202564;;0.38381536598043126;;;2.6959192528313998;1.0;;1.3010299956639813;;;1.6434526764861874;2.230448921378274;;;;1.7403626894942439;;;-0.3565473235138126;;;;1.9344984512435677;2.3010299956639813;;1.5440680443502757;;;;;;;;;0.3979400086720376;;;;;;;;;0.9294189257142927;;;;;;;;;;;;;;;;;;;;;;;;134.5273895263672;41.694217;35.7
Link;270642;1978;0-75;-32.145279;82.437225;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.7075701760979364;;;0.6989700043360189;1.2787536009528289;0.6444385894678385;;0.4705574852172742;;;2.751279103983342;1.0;;1.3010299956639813;;;1.6946051989335686;2.3521825181113627;;;;1.845098040014257;;;-0.3979400086720376;;;;1.9867717342662448;2.230448921378274;;1.4771212547196624;;;;;;;;;0.36172783601759284;;;;;;;;;1.2041199826559248;;;;;;;;;;;;;;;;;;;;;;;;134.5273895263672;41.694217;35.7
Link;270653;1978;0-75;-33.891109;82.471947;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;1.0661394928706995;;;;1.021189299069938;0.436162647040756;;0.4005379893919461;;;2.5514499979728753;1.0;;1.3010299956639813;;;1.5440680443502757;2.0969100130080562;;;;2.0211892990699383;;;-0.5606673061697374;;;;1.9344984512435677;2.2671717284030137;;1.3979400086720377;;;;;;;;;0.25527250510330607;;;;;;;;;0.3010299956639812;;;;;;;;;;;;;;;;;;;;;;;;44.391109466552734;47.207733;35.8
Link;270654;1978;0-100;-33.829166;82.463608;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.104487111312395;-0.8860566476931632;0.3424226808222063;-0.004364805402450088;;-1.5228787452803376;1.2276296495710086;1.417969642214737;-0.619788758288394;-0.2596373105057561;-1.5228787452803376;1.9988693638823443;1.5996647787884168;;;;0.47712125471966244;1.8692317197309762;;;1.4289442900355744;;0.47712125471966244;1.2041199826559248;0.7781512503836436;0.04727486738417948;0.04139268515822508;0.3283796034387377;;;2.3344537511509307;;;1.0;0.7781512503836436;;1.255272505103306;1.1760912590556813;-1.7958800173440752;;;1.7781512503836436;;0.3424226808222063;-0.7569619513137056;;1.2304489213782739;;1.4913616938342726;1.6020599913279623;0.3222192947339193;0.6989700043360189;0.8512583487190752;1.2041199826559248;;0.8450980400142568;;;;;-0.05060999335508721;0.7781512503836436;0.11394335230683679;-0.6989700043360187;;-0.3010299956639812;-1.0457574905606752;;;;;;;;;;;;;;;;;;;;;;;;;;;51.45273208618164;47.207733;35.8
Link;270655;1978;0-100;-33.871666;82.478889;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.770483809431108;-0.24565166428898116;0.9795483747040951;0.5751878449276611;;-1.3979400086720375;0.4424797690644486;0.9836262871245346;0.07918124604762482;0.359835482339888;-0.9208187539523752;2.004054695309804;1.0817072700973491;;;;0.7781512503836436;2.5403294747908736;0.3010299956639812;;1.0176592742837647;;1.0;1.8260748027008264;1.2041199826559248;0.39357520326958745;0.8195439355418687;0.4646385590950329;;;2.4934580509951885;;;1.1760912590556813;1.4471580313422192;;1.4771212547196624;1.954242509439325;-1.408935392973501;-0.1549019599857432;;2.012837224705172;;0.9395192526186185;-0.431798275933005;;1.7708520116421442;;1.6989700043360187;2.4149733479708178;0.8920946026904804;1.3617278360175928;1.505149978319906;1.7993405494535817;;0.47712125471966244;0.5185139398778874;;;;0.3010299956639812;1.4471580313422192;0.7708520116421442;0.04139268515822508;;0.414973347970818;-0.3979400086720376;;;0.6532125137753437;;;;;;;;;;;;;;;;;;;;;;;;41.30812072753906;47.207733;35.8
Link;270656;1978;0-75;-33.926666;82.430275;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.5740312677277188;;;0.47712125471966244;1.3010299956639813;0.6127838567197355;;0.5520595341878844;;;2.6697816152085365;1.0;;1.3010299956639813;;;1.6074550232146685;2.3521825181113627;;;;1.9030899869919435;;;-0.3872161432802645;;1.9242792860618816;;2.010723865391773;2.290034611362518;;1.5440680443502757;;;;;;;;;0.3891660843645325;;;;;;;;;1.0413926851582251;;;;;;;;;;;;;;;;;;;;;;;;67.74654388427734;47.207733;35.8
Link;270671;1978;0-100;-33.821667;82.478615;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7611005389581422;-0.2006594505464183;1.044539760392411;0.6532125137753437;;-1.3010299956639813;0.49968708261840383;0.9036325160842377;0.10380372095595687;0.414973347970818;-0.8538719643217619;2.001560652642573;1.0503797562614579;;;;0.9030899869919435;2.582063362911709;0.3010299956639812;;0.8280150642239769;;1.1139433523068367;1.5797835966168101;1.255272505103306;0.4653828514484183;0.7075701760979364;0.4578818967339923;;;2.514547752660286;;;1.1760912590556813;1.5314789170422551;;1.4771212547196624;2.041392685158225;-1.2839966563652008;-0.1549019599857432;;2.0;0.3010299956639812;0.9867717342662449;-0.4089353929735008;;1.568201724066995;;1.7708520116421442;2.3010299956639813;0.9867717342662449;1.380211241711606;1.5440680443502757;1.8573324964312685;;0.47712125471966244;0.6812412373755872;;;;0.3010299956639812;1.4771212547196624;0.7781512503836436;0.04139268515822508;-0.045757490560675115;0.4623979978989561;-0.3279021420642826;;;0.9030899869919435;;;;;;;;;;;;;;;;;;;;;;;;44.34954071044922;47.207733;35.8
Link;270672;1978;0-100;-33.811943;82.478333;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.761927838420529;-0.22841251911874466;0.9863237770507653;0.5843312243675308;;-1.3010299956639813;0.48713837547718647;0.9965116721541787;0.06818586174616162;0.35410843914740087;-0.9208187539523752;2.003938509932801;1.0934216851622351;;;;0.8450980400142568;2.5352941200427703;0.3010299956639812;;0.9583249316440532;;1.0791812460476249;1.8195439355418688;1.1760912590556813;0.3979400086720376;0.785329835010767;0.44793286559218026;;;2.5071809772602407;;;1.1760912590556813;1.4913616938342726;;1.4471580313422192;1.954242509439325;-1.3979400086720375;-0.1549019599857432;;2.0;;0.9731278535996987;-0.4089353929735008;;1.7853298350107671;;1.7323937598229686;2.361727836017593;0.8976270912904415;1.380211241711606;1.4913616938342726;1.7993405494535817;;0.47712125471966244;0.505149978319906;;;;0.2787536009528289;1.5797835966168101;0.7403626894942439;0.11394335230683679;;0.4471580313422192;-0.3565473235138126;;;0.5440680443502757;;;;;;;;;;;;;;;;;;;;;;;;44.34954071044922;47.207733;35.8
Link;270673;1978;0-100;-33.796944;82.478333;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7664872062396941;-0.21896306137886817;0.9818186071706636;0.5899496013257077;;-1.3979400086720375;0.4548448600085102;0.9772662124272927;0.07918124604762482;0.3463529744506387;-0.8860566476931632;2.0002344557228784;1.0655797147284485;;;;0.7781512503836436;2.5276299008713385;0.3010299956639812;;0.9258275746247423;;1.0;1.8750612633917;1.1760912590556813;0.403120521175818;0.8260748027008264;0.443262987458695;;;2.5403294747908736;;;1.1760912590556813;1.462397997898956;;1.4471580313422192;1.954242509439325;-1.3665315444204136;-0.1549019599857432;;2.0;0.3010299956639812;1.0;-0.4145392704914993;;1.7403626894942439;;1.6989700043360187;2.4313637641589874;0.8976270912904415;1.3979400086720377;1.5314789170422551;1.845098040014257;0.9030899869919435;0.3010299956639812;0.6127838567197355;;;;0.3010299956639812;1.414973347970818;0.7708520116421442;0.146128035678238;-0.1549019599857432;0.4623979978989561;-0.3565473235138126;;;0.8750612633917001;;;;;;;;;;;;;;;;;;;;;;;;46.02446746826172;47.207733;35.8
Link;270701;1978;0-100;-33.930608;82.556665;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.69284691927723;-0.22402566887063094;1.0870712059065355;0.6866362692622934;;-1.2218487496163564;0.42975228000240795;1.0293837776852097;-0.040958607678906384;0.45939248775923086;-0.8239087409443188;2.0021098807271613;1.2073650374690719;;;;1.0791812460476249;2.6665179805548807;0.3010299956639812;0.47712125471966244;0.9960736544852753;;1.2041199826559248;1.9030899869919435;1.414973347970818;0.5532760461370995;0.6434526764861874;0.5092025223311029;;;2.622214022966295;1.0;;1.3010299956639813;1.6334684555795864;;1.6232492903979006;2.230448921378274;-1.3098039199714864;0.0;;2.0253058652647704;;1.0413926851582251;-0.4621809049267259;;1.9493900066449128;;2.0170333392987803;2.230448921378274;1.0791812460476249;1.4771212547196624;1.5440680443502757;1.8512583487190752;;1.0791812460476249;0.785329835010767;;;;0.3424226808222063;1.5440680443502757;0.7781512503836436;0.17609125905568124;;0.4471580313422192;-0.36653154442041347;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;54.93250274658203;47.207733;35.7
Link;270702;1978;0-75;-33.949369;82.549618;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;1.2457593559672768;;;;1.0413926851582251;0.4608978427565479;;0.492061604512599;;;2.511214701136388;1.0;;1.3010299956639813;;;1.5185139398778875;2.060697840353612;;;;2.0969100130080562;;;-0.4559319556497244;;;;1.9420080530223132;2.1760912590556813;;1.3979400086720377;;;;;;;;;0.24303804868629444;;;;;;;;;0.3010299956639812;;;;;;;;;;;;;;;;;;;;;;;;49.967491149902344;47.207733;35.7
Link;270708;1978;0-100;-34.667718;82.639754;;GPS;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.775537634780957;-0.15864052954514513;1.0927206446840991;0.7209857441537391;;-1.3010299956639813;0.44560420327359757;0.6730209071288962;0.03342375548694973;0.46834733041215726;-0.8538719643217619;1.9970104740158048;0.9836262871245346;;;;1.2304489213782739;2.99563519459755;0.47712125471966244;;0.5538830266438743;-0.2218487496163564;1.1760912590556813;1.8573324964312685;1.4913616938342726;0.5526682161121932;0.6434526764861874;0.4763968267253302;;;2.4763968267253302;1.0;;1.3010299956639813;1.6901960800285136;;1.6434526764861874;2.146128035678238;-0.8860566476931632;0.2041199826559248;;1.9030899869919435;;1.0413926851582251;-0.3767507096020995;;1.8976270912904414;;1.954242509439325;2.2764618041732443;1.0791812460476249;1.4771212547196624;1.568201724066995;1.8512583487190752;;0.3010299956639812;0.7923916894982539;;;;0.5185139398778874;1.591064607026499;0.8195439355418687;0.146128035678238;-0.1549019599857432;0.4623979978989561;-0.3279021420642826;;;0.6989700043360189;;;;;;;;;;;;;;;;;;;;;;;;185.24647521972656;47.207733;35.5
Link;270709;1978;0-100;-34.216364;82.60893;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7772817916710149;-0.15739076038943792;1.100370545117563;0.7403626894942439;;-1.3010299956639813;0.45178643552429026;0.6739419986340878;0.029383777685209667;0.4727564493172124;-0.8239087409443188;2.000460108336458;0.9840770339028309;;;;1.2304489213782739;3.0043213737826426;0.47712125471966244;;0.5508396050657851;-0.1549019599857432;1.2041199826559248;1.8388490907372552;1.462397997898956;0.5676144427308445;0.7075701760979364;0.46612587041819925;;;2.53655844257153;1.0;;1.3010299956639813;1.7160033436347992;;1.662757831681574;2.146128035678238;-0.9208187539523752;0.2041199826559248;;1.954242509439325;;1.0791812460476249;-0.34198860334288755;;1.9395192526186185;;1.954242509439325;2.3010299956639813;1.0791812460476249;1.4771212547196624;1.591064607026499;1.8864907251724818;;0.47712125471966244;0.7923916894982539;;;;0.5185139398778874;1.6020599913279623;0.8325089127062363;0.146128035678238;-0.045757490560675115;0.505149978319906;-0.27572413039921095;;;0.9294189257142927;;;;;;;;;;;;;;;;;;;;;;;;116.66277313232422;47.207733;35.7
Link;270722;1978;0-100;-34.185853;82.624113;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7261564661727549;-0.14752000636314366;1.1300119496719043;0.7403626894942439;;-1.3010299956639813;0.5237464668115644;0.9020028913507294;0.012837224705172217;0.4727564493172124;-0.8239087409443188;1.9973951226289592;1.039414119176137;;;;1.0413926851582251;2.6201360549737576;0.47712125471966244;;0.7831886910752576;;1.2041199826559248;1.8543060418010806;1.3979400086720377;0.5803546611065916;0.6232492903979004;0.5269850685599957;;;2.569958818096594;;;1.3010299956639813;1.6720978579357175;;1.6127838567197355;2.2041199826559246;-0.8860566476931632;0.0;;2.041392685158225;;1.0791812460476249;-0.3325470471100461;;1.954242509439325;;1.8692317197309762;2.2041199826559246;1.146128035678238;1.4771212547196624;1.6020599913279623;1.9242792860618816;;;0.8388490907372553;;;;0.36172783601759284;1.4913616938342726;0.7993405494535817;0.2041199826559248;0.0;0.5314789170422551;-0.3010299956639812;;;1.1139433523068367;;;;;;;;;;;;;;;;;;;;;;;;130.43527221679688;47.207733;35.6
Link;270731;1978;0-75;-34.096943;82.90889;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.8744818176994665;;;1.6020599913279623;1.5118833609788744;0.48784512011143555;;0.47928731647617007;;;2.4913616938342726;;;1.0;0.9542425094393249;;1.5440680443502757;2.0969100130080562;;;;2.113943352306837;;;-0.4089353929735008;;1.9493900066449128;;1.8976270912904414;2.146128035678238;;1.3979400086720377;;;;;;;;;0.31175386105575426;;;;;;;;;0.8129133566428556;;;;;;;;;;;;;;;;;;;;;;;;143.45733642578125;47.207733;35.3
Link;270733;1978;0-100;-34.161388;82.902779;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7350397050337207;-0.21681130892474243;1.0228406108765278;0.6560982020128319;;-1.3979400086720375;0.541579243946581;0.9768083373380663;-0.017728766960431602;0.35024801833416286;-0.8538719643217619;1.9934670929682305;1.0849335749367162;;;;0.9030899869919435;2.571708831808688;0.3010299956639812;;0.8305886686851442;;1.1760912590556813;1.9493900066449128;1.505149978319906;0.4807253789884877;0.6720978579357175;0.494850021680094;;;2.485011214578573;;;1.1760912590556813;1.591064607026499;;1.5563025007672873;2.0791812460476247;-1.0;0.0;;2.123851640967086;;1.0413926851582251;-0.4089353929735008;;1.9030899869919435;;1.9084850188786497;2.255272505103306;1.0413926851582251;1.3617278360175928;1.5563025007672873;1.8573324964312685;;0.3010299956639812;0.7075701760979364;;;0.7781512503836436;0.36172783601759284;1.5797835966168101;0.7558748556724915;0.146128035678238;-0.1549019599857432;0.4623979978989561;-0.3372421683184259;;;1.0606978403536116;;;;;;;;;;;;;;;;;;;;;;;;152.1527099609375;47.207733;35.2
Link;270737;1978;0-100;-34.526943;82.84417;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7805333253164044;-0.23136189875238555;1.0;0.6201360549737575;;-1.3979400086720375;0.5105450102066121;0.9180303367848801;0.012837224705172217;0.3344537511509309;-0.769551078621726;2.0023259218420826;1.0224283711854865;;;;0.8450980400142568;2.534026106056135;0.3010299956639812;;0.8044801891059927;;1.0791812460476249;1.8388490907372552;1.414973347970818;0.43216726944258826;0.6989700043360189;0.45331834004703764;;;2.484299839346786;;;1.1760912590556813;1.414973347970818;;1.4313637641589874;2.0;-1.1135092748275182;-0.1549019599857432;;2.041392685158225;;0.9912260756924949;-0.4377071355435253;;1.9084850188786497;;1.7853298350107671;2.3010299956639813;0.9777236052888477;1.3979400086720377;1.5185139398778875;1.8325089127062364;0.8450980400142568;0.3010299956639812;0.6334684555795865;;;;0.2787536009528289;1.414973347970818;0.7634279935629372;0.146128035678238;-0.09691001300805639;0.4471580313422192;-0.3467874862246563;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;190.96583557128906;47.207733;35.3
Link;270749;1978;0-100;-33.612499;82.705002;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.766040860381389;-0.17717835469689538;1.0599418880619547;0.696356388733332;;-1.3010299956639813;0.48144262850230496;0.8739015978644614;0.03342375548694973;0.38381536598043126;-0.7958800173440752;1.9979321862561357;0.9929950984313415;;;;0.9030899869919435;2.552668216112193;0.3010299956639812;;0.785329835010767;;1.146128035678238;1.6127838567197355;1.380211241711606;0.5085297189712866;0.7708520116421442;0.44482519950974775;;;2.562887381293879;;;1.1760912590556813;1.3710678622717363;;1.5440680443502757;2.0791812460476247;-1.0457574905606752;-0.045757490560675115;;2.0;;1.0791812460476249;-0.38195190328790724;;1.9030899869919435;;1.8129133566428555;2.342422680822206;1.0413926851582251;1.4471580313422192;1.6020599913279623;1.9138138523837167;;0.3010299956639812;0.7323937598229685;;;;0.36172783601759284;1.7160033436347992;0.8195439355418687;0.2041199826559248;-0.1549019599857432;0.5440680443502757;-0.3010299956639812;;;1.0413926851582251;;;;;;;;;;;;;;;;;;;;;;;;148.13278198242188;47.207733;35.6
Link;270750;1978;0-75;-33.317501;82.929443;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.8530895298518656;;;0.6020599913279624;1.3710678622717363;0.47712125471966244;;0.45712462630340883;;;2.5276299008713385;;;1.0;;;1.5378190950732742;2.060697840353612;;;;2.060697840353612;;;-0.40340290437353976;;1.7283537820212285;;1.8325089127062364;2.130333768495006;;1.3979400086720377;;;;;;;;;0.26717172840301384;;;;;;;;;0.8450980400142568;;;;;;;;;;;;;;;;;;;;;;;;80.43021392822266;44.6026;35.3
Link;270751;1978;0-100;-33.319443;82.928612;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7495044238761424;-0.23807216157947098;1.0098756337121602;0.6434526764861874;;-1.3010299956639813;0.5185139398778874;1.0034605321095065;-0.01322826573375516;0.3344537511509309;-0.8538719643217619;2.0001650005550027;1.077731179652392;;;;0.8450980400142568;2.5327543789924976;0.3010299956639812;;0.8296253533580494;;1.0791812460476249;1.7403626894942439;1.3222192947339193;0.436162647040756;0.5314789170422551;0.4207806195485654;;;2.5308397786165204;;;1.1760912590556813;1.591064607026499;;1.462397997898956;1.954242509439325;-1.4436974992327127;-0.2218487496163564;;2.0791812460476247;;0.9777236052888477;-0.4559319556497244;;1.5185139398778875;;1.7781512503836436;2.146128035678238;0.9956351945975499;1.380211241711606;1.505149978319906;1.806179973983887;;0.3010299956639812;0.6720978579357175;;;;0.2304489213782739;1.380211241711606;0.7558748556724915;0.07918124604762482;;0.43136376415898736;-0.42021640338318983;;;0.8129133566428556;;;;;;;;;;;;;;;;;;;;;;;;80.43021392822266;44.6026;35.3
Link;270752;1978;0-75;-33.319443;82.928612;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;1.1433271299920464;;;0.7781512503836436;1.1760912590556813;0.37748838337613266;;0.3970705499594087;;;2.44870631990508;;;1.1760912590556813;;;1.4471580313422192;1.9030899869919435;;;;1.9294189257142926;;;-0.47495519296315475;;1.3979400086720377;;1.6901960800285136;2.113943352306837;;1.3010299956639813;;;;;;;;;0.2041199826559248;;;;;;;;;1.0791812460476249;;;;;;;;;;;;;;;;;;;;;;;;80.43021392822266;44.6026;35.3
Link;270753;1978;0-75;-33.310001;82.938057;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.7295697263019699;;;;1.380211241711606;0.49554433754644844;;0.42324587393680785;;;2.6143698395482886;;;1.1760912590556813;;;1.5250448070368452;2.060697840353612;;;;2.0;;;-0.3979400086720376;;1.6434526764861874;;1.8260748027008264;2.1903316981702914;;1.3979400086720377;;;;;;;;;0.3010299956639812;;;;;;;;;0.9030899869919435;;;;;;;;;;;;;;;;;;;;;;;;74.1070556640625;44.6026;35.3
Link;270764;1978;0-75;-33.341389;82.937775;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.8951461893759921;;;1.2787536009528289;1.3222192947339193;0.43695733066944964;;0.4676081055836333;;;2.510545010206612;;;1.1760912590556813;0.0;;1.505149978319906;2.041392685158225;;;;2.146128035678238;;;-0.3979400086720376;;1.8836614351536176;;1.7993405494535817;2.230448921378274;;1.3979400086720377;;;;;;;;;0.29003461136251807;;;;;;;;;0.9542425094393249;;;;;;;;;;;;;;;;;;;;;;;;74.35128784179688;44.6026;35.3
Link;270765;1978;0-75;-33.418056;82.938332;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.8095597146352678;;;;1.3891660843645324;0.5145477526602861;;0.44247976906444847;;;2.526339277389844;;;1.1760912590556813;;;1.5622928644564746;2.060697840353612;;;;2.060697840353612;;;-0.3615107430453627;;1.8692317197309762;;1.9057958803678685;2.322219294733919;;1.4771212547196624;;;;;;;;;0.38021124171160603;;;;;;;;;0.8129133566428556;;;;;;;;;;;;;;;;;;;;;;;;76.05421447753906;44.6026;35.4
Link;270769;1978;0-100;-33.518333;82.9375;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7467120225166604;-0.22621355501880647;0.9781805169374139;0.6138418218760693;;-1.3979400086720375;0.5145477526602861;0.9934362304976118;0.004321373782642578;0.2944662261615929;-0.8538719643217619;1.9927037056178885;1.0802656273398448;;;;0.8450980400142568;2.583198773968623;0.3010299956639812;;0.9055260484350484;;1.0791812460476249;1.8195439355418688;1.255272505103306;0.42975228000240795;0.8061799739838872;0.4232458739368079;;;2.4756711883244296;;;1.1760912590556813;1.591064607026499;;1.4913616938342726;1.954242509439325;-1.193820026016113;-0.1549019599857432;;2.146128035678238;;1.0413926851582251;-0.4145392704914993;;1.7781512503836436;;1.792391689498254;2.361727836017593;0.9637878273455552;1.414973347970818;1.568201724066995;1.8808135922807914;;0.3010299956639812;0.6434526764861874;;;;0.3424226808222063;1.5185139398778875;0.7708520116421442;0.17609125905568124;-0.09691001300805639;0.4471580313422192;-0.3279021420642826;;;0.9542425094393249;;;;;;;;;;;;;;;;;;;;;;;;79.25572967529297;44.6026;35.3
Link;270770;1978;0-75;-33.516945;82.938057;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.6919651027673603;;;;1.3222192947339193;0.43376983392486573;;0.4361626470407561;;;2.4871383754771865;;;1.1760912590556813;;;1.4393326938302626;2.060697840353612;;;;2.0;;;-0.42596873227228116;;1.6283889300503116;;1.806179973983887;2.290034611362518;;1.3979400086720377;;;;;;;;;0.3222192947339193;;;;;;;;;0.8450980400142568;;;;;;;;;;;;;;;;;;;;;;;;79.25572967529297;44.6026;35.3
Link;270781;1978;0-75;-32.701668;82.984726;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.894039000804609;;;1.0791812460476249;1.3710678622717363;0.5058280338548362;;0.4892551683692605;;;2.6424645202421213;;;1.3010299956639813;;;1.5185139398778875;2.130333768495006;;;;2.0791812460476247;;;-0.42021640338318983;;1.7708520116421442;;1.8573324964312685;2.130333768495006;;1.3010299956639813;;;;;;;;;0.3521825181113625;;;;;;;;;1.1139433523068367;;;;;;;;;;;;;;;;;;;;;;;;38.47880172729492;44.6026;35.3
Link;270782;1978;0-75;-32.694721;82.980003;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.9020028913507294;;;;1.3010299956639813;0.5178554189300286;;0.5276299008713387;;;2.5483894181329183;;;1.3010299956639813;;;1.4842998393467859;2.146128035678238;;;;2.060697840353612;;;-0.4621809049267259;;1.841984804590114;;1.8325089127062364;2.161368002234975;;1.3010299956639813;;;;;;;;;0.3521825181113625;;;;;;;;;0.8750612633917001;;;;;;;;;;;;;;;;;;;;;;;;43.939273834228516;44.6026;35.4
Link;270787;1978;0-100;-32.566387;82.965279;;Map;Pedersen, Stig A. Schack;2011;Activation Laboratories Ltd.;1.7279477095447968;-0.14813039927023372;1.0881360887005513;0.7323937598229685;;-1.3010299956639813;0.5390760987927766;0.9206450014067876;-0.045757490560675115;0.42160392686983106;-0.8239087409443188;1.9934406395562654;1.04766419460156;;;;1.0413926851582251;2.603144372620182;0.3010299956639812;;0.6503075231319365;;1.2304489213782739;1.8195439355418688;1.2787536009528289;0.5269850685599957;0.7634279935629372;0.4676081055836333;;;2.5848963441374497;1.0;;1.1760912590556813;1.6532125137753437;;1.4771212547196624;2.0791812460476247;-0.8860566476931632;0.0;;1.954242509439325;;1.146128035678238;-0.3925449767853314;;1.6283889300503116;;1.7853298350107671;2.230448921378274;1.1139433523068367;1.4471580313422192;1.6989700043360187;2.0086001717619175;0.8450980400142568;0.47712125471966244;0.724275869600789;;;;0.38021124171160603;1.6127838567197355;0.8061799739838872;0.17609125905568124;-0.045757490560675115;0.5563025007672873;-0.2596373105057561;;;0.9030899869919435;;;;;;;;;;;;;;;;;;;;;;;;52.80925369262695;44.6026;35.4
Link;270788;1978;0-75;-32.59;82.968613;;Map;Pedersen, Stig A. Schack;;Risø National Laboratory;;;;;;;;;;;;;;;;;;;;;0.7435097647284298;;;;1.0606978403536116;0.4510184521554574;;0.3692158574101428;;;2.545307116465824;1.0;;1.1760912590556813;;;1.462397997898956;2.0;;;;2.0;;;-0.431798275933005;;1.4771212547196624;;1.8027737252919758;2.2671717284030137;;1.3979400086720377;;;;;;;;;0.31175386105575426;;;;;;;;;0.9542425094393249;;;;;;;;;;;;;;;;;;;;;;;;51.24800109863281;44.6026;35.3
