Sample number;Sampling year;Rock description;Link to report;Collector;Batch;Longitude;Latitude;Laboratory;Treatment year;Sample preparation abbr;Analytical method abbr;SiO2 wt%;TiO2 wt%;Al2O3 wt%;Fe2O3 wt%;Fe2O3 wt%;FeO wt%;MnO wt%;MgO wt%;CaO wt%;Na2O wt%;K2O wt%;P2O5 wt%;C wt%;Li ppm;Be ppm;B ppm;S ppm;Cl wt%;Sc ppm;V ppm;Cr ppm;Co ppm;Ni ppm;Cu ppm;Zn ppm;Ga ppm;Ge ppm;As ppm;Se ppm;Br ppm;Rb ppm;Sr ppm;Y ppm;Zr ppm;Nb ppm;Mo ppm;Ru ppb;Rh ppb;Pd ppb;Ag ppm;Cd ppm;In ppm;Sn ppm;Sb ppm;Te ppm;I ppm;Cs ppm;Ba ppm;La ppm;Ce ppm;Pr ppm;Nd ppm;Sm ppm;Eu ppm;Gd ppm;Tb ppm;Dy ppm;Ho ppm;Er ppm;Tm ppm;Yb ppm;Lu ppm;Hf ppm;Ta ppm;W ppm;Re ppb;Os ppb;Ir ppb;Pt ppb;Au ppb;Hg ppm;Tl ppm;Pb ppm;Bi ppm;Th ppm;U ppm
304414;1982;;Link;Holm, P. E.;18;-45.55815;60.736;Risø National Laboratory;1999;NON;XPU;;0.28;;2.4;;;0.04;;2.38;;5.76;;;;;;;;;0;0;;0;0;0;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;
405114;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock;Link;Thomassen, Bjørn;42;-44.899109;60.934132;Activation Laboratories Ltd.;1993;4AC;ICP;;0.25;13;;;;0.04;0.3;3.75;;4.25;0.01;;;0;;;;;55;;;12;367;131;;;;;;;752;6;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;0;;
405114;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock;Link;Thomassen, Bjørn;10;-44.899109;60.934132;Activation Laboratories Ltd.;1993;NON;INAA;;;;10.02;;;;;4.2;4.35;;;;;;;;;1.4;;10;23;0;;128;;;1.4;0;0;98;540;;;;5;;;;0;;;0;0.4;;;0;2000;13;26;;9;1.5;0.6;;0;;;;;1.5;0.3;11;0;0;;;0;;0;0;;;;3.6;3.8
404751;1993;high-grade metamorphic magmatic rock;Link;Stendal, Henrik;42;-44.996922;60.538498;Activation Laboratories Ltd.;1993;4AC;ICP;;0.63;9.37;;;;0.1;1.23;2.43;;1.65;0.31;;;6;;;;;33;;;14;15;139;;;;;;;223;12;;;-10000;;;;0.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
404751;1993;high-grade metamorphic magmatic rock;Link;Stendal, Henrik;10;-44.996922;60.538498;Activation Laboratories Ltd.;1993;NON;INAA;;;;4.88;;;;;2.8;1.91;;;;;;;;;11;;8;5;0;;181;;;0;0;0;63;0;;;;3;;;;0;;;0;0.4;;;12;850;12;24;;12;2.2;1;;0;;;;;1.3;0.2;2;0.7;2;;;0;;0;0;;;;1.7;1.6
360830;1991;high-grade metamorphic felsic siliceous coarse-grained rock;Link;Nielsen, Jens Peter;4;-51.872329;68.03338;Activation Laboratories Ltd.;1991;NON;INAA;;;;0.9;;;;;0;0;;;;;;;;;0.1;;12;0;0;;0;;;0;0;0;0;0;;;;0;;;;0;;;0;0;;;0;0;4;9;;0;0.7;0.2;;0;;;;;0.8;0.1;0;0;0;;;0;;0;0;;;;0;1.9
407016;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock gneiss;Link;Steenfelt, Agnete;4;-52.527832;65.284738;Activation Laboratories Ltd.;1993;NON;INAA;;;;2.97;;;;;2.8;5;;;;;;;;;10;;13;43;0;;0;;;0;0;0;63;0;;;;0;;;;0;;;0;0;;;4;310;28;47;;16;2.5;0.9;;0;;;;;0.8;0.1;0;0;390;;;0;;14;0;;;;9.2;0
407016;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock gneiss;Link;Steenfelt, Agnete;7;-52.527832;65.284738;GEUS Rock Geochemical lab;1994;NAF;AAS;;;;;;;;;;4.6;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407016;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock gneiss;Link;Steenfelt, Agnete;7;-52.527832;65.284738;GEUS Rock Geochemical lab;1994;NAF;TIT;;;;;;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407016;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock gneiss;Link;Steenfelt, Agnete;7;-52.527832;65.284738;GEUS Rock Geochemical lab;1994;NAF;XRF;69.21;0.37;15.39;;1.22;;0.05;1.16;3.24;;1.41;0.15;;;;;;;;59.9;60.2;;0;;44.4;;;;;;45.2;401.3;;183;;;;;;;;;;;;;;384;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407016;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock gneiss;Link;Steenfelt, Agnete;7;-52.527832;65.284738;GEUS Rock Geochemical lab;1994;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407016;1993;high-grade metamorphic medium-grained felsic magmatic plutonic rock gneiss;Link;Steenfelt, Agnete;5;-52.527832;65.284738;Activation Laboratories Ltd.;1993;PWD;XRF;;;;;;;;;;;;;;;;;;;;63;15;57;0;0;47;26;;;;;64;423;8;175;6;;;;;;;;;;;;;345;;;;;;;;;;;;;;;;;;;;;;;;;12;;;
405118;1993;high-grade metamorphic fine-grained felsic siliceous rock;Link;Thomassen, Bjørn;42;-44.928635;60.891148;Activation Laboratories Ltd.;1993;4AC;ICP;;0.1;3;;;;0.02;0.48;0.83;;0.66;0.04;;;0;;;;;14;;;12;28;19;;;;;;;77;2;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;
405118;1993;high-grade metamorphic fine-grained felsic siliceous rock;Link;Thomassen, Bjørn;10;-44.928635;60.891148;Activation Laboratories Ltd.;1993;NON;INAA;;;;1.29;;;;;0;0.55;;;;;;;;;2;;12;2;0;;0;;;0.7;0;0.8;0;0;;;;3;;;;0;;;0;0.3;;;0;390;5.3;11;;0;0.8;0;;0;;;;;0.3;0.1;0;0;1;;;0;;0;0;;;;1.1;0.7
431624;1995;high-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Manatschal, Gianreto;7;-50.2819;67.876047;GEUS Rock Geochemical lab;1996;NAF;AAS;;;;;;;;;;1.29;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431624;1995;high-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Manatschal, Gianreto;7;-50.2819;67.876047;GEUS Rock Geochemical lab;1996;NAF;TIT;;;;;;11.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431624;1995;high-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Manatschal, Gianreto;7;-50.2819;67.876047;GEUS Rock Geochemical lab;1996;NAF;XRF;47.65;0.53;6.1;;1.01;;0.17;10.03;20.13;;0.18;0.04;;;;;;;;211.6;1736.9;;1019.1;;92.3;;;;;;34.8;110.2;;89;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431624;1995;high-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Manatschal, Gianreto;7;-50.2819;67.876047;GEUS Rock Geochemical lab;1996;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353215;1987;;Link;Appel, Peter;7;-49.984938;64.728309;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;3.82;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353215;1987;;Link;Appel, Peter;7;-49.984938;64.728309;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;8.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353215;1987;;Link;Appel, Peter;7;-49.984938;64.728309;GEUS Rock Geochemical lab;;NAF;XRF;48.81;1.79;20.19;;1.7;;0.17;3.08;9.01;;0.61;0.07;;;;;;;;420;161;;58;;89;;;;;;33;274;;0;;;;;;;;;;;;;;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353215;1987;;Link;Appel, Peter;7;-49.984938;64.728309;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283340;1985;;Link;Garde, Adam A.;10;-50.897381;64.698292;Activation Laboratories Ltd.;1991;NON;INAA;;;;4.4;;;;;2.8;4.45;;;;;;;;;10;;0;13;0;;87;;;0;0;0;99;0;;;;0;;;;0;;;0;0;;;0;990;90;140;;60;8;1.7;;1.1;;;;;3.4;0.6;10;0;74;;;0;;11;0;;;;4.5;0
283340;1985;;Link;Garde, Adam A.;7;-50.897381;64.698292;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.71;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283340;1985;;Link;Garde, Adam A.;7;-50.897381;64.698292;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;2.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283340;1985;;Link;Garde, Adam A.;7;-50.897381;64.698292;GEUS Rock Geochemical lab;;NAF;XRF;65.78;0.73;15.54;;1.77;;0.09;1.16;2.61;;3.58;0.24;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283340;1985;;Link;Garde, Adam A.;7;-50.897381;64.698292;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304212;1982;;Link;Nyegaard, Per;22;-45.44079;60.75773;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;76;297;445;275;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304212;1982;;Link;Nyegaard, Per;18;-45.44079;60.75773;Risø National Laboratory;1999;NON;XPU;;0.2;;2.07;;;0.03;;0.99;;0.83;;;;;;;;;0;0;;0;0;10;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;674;;;
304218;1982;;Link;Nyegaard, Per;22;-45.34402;60.78068;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;266;45;136;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304218;1982;;Link;Nyegaard, Per;18;-45.34402;60.78068;Risø National Laboratory;1999;NON;XPU;;0.38;;4.68;;;0.04;;1.26;;0.64;;;;;;;;;0;0;;17;441;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;
248332;1979;;Link;Tukiainen, Tapani;22;-48.03557;61.22166;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;527;3969;406;3391;47574;432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248332;1979;;Link;Tukiainen, Tapani;21;-48.03557;61.22166;Risø National Laboratory;1999;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1030
248332;1979;;Link;Tukiainen, Tapani;20;-48.03557;61.22166;Risø National Laboratory;1999;NON;GAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.4;1460
248332;1979;;Link;Tukiainen, Tapani;18;-48.03557;61.22166;Risø National Laboratory;1999;NON;XPU;;0.2;;10.32;;;0.29;;9.26;;2.72;;;;;;;;;0;64;;52;359;426;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;
353451;1989;Skarn;Link;Appel, Peter;59;-49.859055;64.742107;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;0;-10000;-10000;-10000;-10000;-10000;-10000;-10000;-10000;-10000;;;-10000;-10000;-10000;-10000;-10000;-10000;-10000;;;;;;;-10000;;;-10000;-10000;-10000;-10000;-10000;;-10000;;;;;;;;;;;;;-10000;;;;;;;;-10000;;-10000;
353451;1989;Skarn;Link;Appel, Peter;55;-49.859055;64.742107;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;12.3;;;;;;0.24;;;;;;;;;26;;1200;150;1500;;200;;;4;0;4;33;;;0;;0;;;;0;0;;0;0;0;;1;1600;32;71;;;7.6;0;;1;;;;;0;0;3;3;7;;;0;;0;;;;;2.8;1
353451;1989;Skarn;Link;Appel, Peter;7;-49.859055;64.742107;GEUS Rock Geochemical lab;1990;NAF;AAS;;;;;;;;;;0.22;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353451;1989;Skarn;Link;Appel, Peter;7;-49.859055;64.742107;GEUS Rock Geochemical lab;1990;NAF;TIT;;;;;;8.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353451;1989;Skarn;Link;Appel, Peter;7;-49.859055;64.742107;GEUS Rock Geochemical lab;1990;NAF;XRF;44.7;2.12;6.17;;2.62;;0.3;5.24;27.58;;0.24;0.15;;;;;;;;210;1223;;1526;;183;;;;;;37;123;;142;;;;;;;;;;;;;;1104;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353451;1989;Skarn;Link;Appel, Peter;7;-49.859055;64.742107;GEUS Rock Geochemical lab;1990;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462767;1998;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Appel, Peter;1003;-50.17697;65.0915;Activation Laboratories Ltd.;1998;4AC;ICP;;0.02;1.61;;;;0.33;13.41;22.01;;0.16;0;;;-2;;;;;19;;;3386;62;110;;;;;;;142;2;;;-2;;;;-0.4;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;-5;;
462767;1998;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Appel, Peter;1008;-50.17697;65.0915;Activation Laboratories Ltd.;1998;NON;INAA;;;;6.61;;;;;12.59;0.19;;;;;;;;;6.1;;1600;110;4800;;202;;;1300;-3;-0.5;-15;-500;;;;-1;;;;-5;;;-100;3.4;;;-1;-50;-0.5;-3;;-5;0.2;0.2;;-0.5;;;;;-0.2;-0.1;-1;-0.5;-1;;;-5;;247;-1;;;;-0.2;-0.5
462767;1998;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Appel, Peter;7;-50.17697;65.0915;GEUS Rock Geochemical lab;1999;NAF;AAS;;;;;;;;;;0.04;;;;;;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462767;1998;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Appel, Peter;7;-50.17697;65.0915;GEUS Rock Geochemical lab;1999;NAF;TIT;;;;;;9.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462767;1998;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Appel, Peter;7;-50.17697;65.0915;GEUS Rock Geochemical lab;1999;NAF;XRF;3.56;0.02;2.25;;0.8;;0.44;18.11;22.09;;0.08;0.01;;;;;;;;47;2595;;4466;;445;;;;;;0;30;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462767;1998;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Appel, Peter;7;-50.17697;65.0915;GEUS Rock Geochemical lab;1999;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269459;1982;;Link;Kalsbeek, Feiko;7;-50.5425;70.032241;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;3.4;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269459;1982;;Link;Kalsbeek, Feiko;7;-50.5425;70.032241;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269459;1982;;Link;Kalsbeek, Feiko;7;-50.5425;70.032241;GEUS Rock Geochemical lab;;NAF;XRF;47.99;2.25;16.32;;3.17;;0.18;5.58;8.03;;1.71;0.49;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269459;1982;;Link;Kalsbeek, Feiko;7;-50.5425;70.032241;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406513;1992;high-grade metamorphic mud silicic medium-grained felsic sedimentary rock;Link;Appel, Peter;10;-43.350121;60.926998;Activation Laboratories Ltd.;1992;NON;INAA;;;;6.31;;;;;1.4;2.09;;;;;;;;;20;;110;23;0;;154;;;3;0;0;160;0;;;;0;;;;0;;;0;0.4;;;5;590;52;90;;36;6;1.5;;1;;;;;3.1;0.5;5;0;4;;;0;;0;0;;;;17;4.4
415651;1994;high-grade metamorphic medium-grained felsic magmatic plutonic rock;Link;Kalsbeek, Feiko;7;-53.57358;66.848598;GEUS Rock Geochemical lab;1996;NAF;AAS;;;;;;;;;;4.21;;;;;;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415651;1994;high-grade metamorphic medium-grained felsic magmatic plutonic rock;Link;Kalsbeek, Feiko;7;-53.57358;66.848598;GEUS Rock Geochemical lab;1996;NAF;XRF;53.21;0.92;16.13;;8.61;;0.14;5.91;8.74;;0.81;0.41;;;;;;;;172.6;168.8;;69.6;;73.9;;;;;;6.5;606.6;;105;;;;;;;;;;;;;;610;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415651;1994;high-grade metamorphic medium-grained felsic magmatic plutonic rock;Link;Kalsbeek, Feiko;7;-53.57358;66.848598;GEUS Rock Geochemical lab;1996;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289413;1981;quartzrich metased;Link;Steenfelt, Agnete;22;-51.399805;64.291964;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;122;0;95;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289413;1981;quartzrich metased;Link;Steenfelt, Agnete;21;-51.399805;64.291964;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
289413;1981;quartzrich metased;Link;Steenfelt, Agnete;18;-51.399805;64.291964;Risø National Laboratory;1991;NON;XPU;;0.22;;2.4;;;0.03;;1.8;;3.59;;;;;;;;;0;0;;28;8;18;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
407322;1992;high-grade metamorphic medium-grained intermediate magmatic plutonic rock;Link;Kalsbeek, Feiko;7;-50.240442;67.878503;GEUS Rock Geochemical lab;1993;NAF;AAS;;;;;;;;;;3.04;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407322;1992;high-grade metamorphic medium-grained intermediate magmatic plutonic rock;Link;Kalsbeek, Feiko;7;-50.240442;67.878503;GEUS Rock Geochemical lab;1993;NAF;TIT;;;;;;4.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407322;1992;high-grade metamorphic medium-grained intermediate magmatic plutonic rock;Link;Kalsbeek, Feiko;7;-50.240442;67.878503;GEUS Rock Geochemical lab;1993;NAF;XRF;66.96;0.74;14.55;;0.93;;0.07;2.06;3.41;;2.34;0.2;;;;;;;;102.4;104.2;;49.7;;90.6;;;;;;119.5;263;;384;;;;;;;;;;;;;;931;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407322;1992;high-grade metamorphic medium-grained intermediate magmatic plutonic rock;Link;Kalsbeek, Feiko;7;-50.240442;67.878503;GEUS Rock Geochemical lab;1993;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293407;1982;;Link;Appel, Peter;10;-51.621983;63.843409;Activation Laboratories Ltd.;1991;NON;INAA;;;;11.42;;;;;0;0.23;;;;;;;;;5.1;;0;230;0;;88;;;0;0;0;0;0;;;;12;;;;0;;;0;0;;;0;0;81;180;;120;33;8.2;;8.2;;;;;33.6;4.1;22;2;570;;;0;;13;0;;;;8.2;2.6
293407;1982;;Link;Appel, Peter;7;-51.621983;63.843409;GEUS Rock Geochemical lab;1990;NAF;AAS;;;;;;;;;;0.18;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293407;1982;;Link;Appel, Peter;7;-51.621983;63.843409;GEUS Rock Geochemical lab;1990;NAF;XRF;67.76;0.29;9.96;;11.57;;0.01;6.04;0.06;;0.01;0.05;;;;;;;;5.9;0;;33.1;;32.4;;;;;;0;0;;437;;;;;;;;;;;;;;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293407;1982;;Link;Appel, Peter;7;-51.621983;63.843409;GEUS Rock Geochemical lab;1990;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443316;1996;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Thomassen, Bjørn;42;-43.41635;60.62447;Activation Laboratories Ltd.;1996;4AC;ICP;;0.82;9.86;;;;0.07;1.61;4.02;;1.11;0.11;;;0;;;;;185;;;78;602;136;;;;;;;174;37;;;2;;;;2.4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
443316;1996;high-grade metamorphic medium-grained mafic volcanic-sedimentary rock;Link;Thomassen, Bjørn;10;-43.41635;60.62447;Activation Laboratories Ltd.;1996;NON;INAA;;;;32.45;;;;;4.2;1.5;;;;;;;;;23;;34;72;120;;152;;;96;0;0;58;600;;;;0;;;;0;;;0;0.6;;;2;640;11;22;;13;3.1;1;;1;;;;;3.2;0.5;2;0;0;;;0;;29;0;;;;1.9;1.9
443305;1996;high-grade metamorphic sand sedimentary rock;Link;Thomassen, Bjørn;42;-43.64215;60.487;Activation Laboratories Ltd.;1997;4AC;ICP;;0.32;3.21;;;;0.17;18.21;10.76;;0.48;0.06;;;0;;;;;151;;;2659;1042;92;;;;;;;200;7;;;0;;;;0.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
443305;1996;high-grade metamorphic sand sedimentary rock;Link;Thomassen, Bjørn;10;-43.64215;60.487;Activation Laboratories Ltd.;1997;NON;INAA;;;;15.3;;;;;11.19;0.51;;;;;;;;;39;;2600;180;2400;;0;;;21;5;0;36;0;;;;0;;;;0;;;0;0.3;;;4;0;11;25;;13;2.8;0.8;;0;;;;;0.8;0.1;0;0;0;;;0;;16;0;;;;2.1;0
443305;1996;high-grade metamorphic sand sedimentary rock;Link;Thomassen, Bjørn;36;-43.64215;60.487;Activation Laboratories Ltd.;1997;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;18;;;;;;
253698;1978;;Link;Secher, Karsten;61;-51.21077;66.49784;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;2680;50;0;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253698;1978;;Link;Secher, Karsten;62;-51.21077;66.49784;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1
253698;1978;;Link;Secher, Karsten;63;-51.21077;66.49784;Risø National Laboratory;1991;NON;GAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.4
253698;1978;;Link;Secher, Karsten;65;-51.21077;66.49784;Risø National Laboratory;1991;NON;XPU;;0.4;;5.19;;;0.19;;68.57;;2.34;;;;;;;;;185;254;;0;39;47;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;
253698;1978;;Link;Secher, Karsten;7;-51.21077;66.49784;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;0.06;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253698;1978;;Link;Secher, Karsten;7;-51.21077;66.49784;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;4.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253698;1978;;Link;Secher, Karsten;7;-51.21077;66.49784;GEUS Rock Geochemical lab;;NAF;XRF;4.43;0.21;0.02;;2.89;;0.16;9.07;39.18;;0;0.57;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253698;1978;;Link;Secher, Karsten;7;-51.21077;66.49784;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254329;1981;;Link;Secher, Karsten;61;-51.26684;66.50613;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101;4395;69;280;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
